KOD_SUKL;DATOD;DATDO;POVOL_BALENI;UCEL;PRACOVISTE;DISTRIBUTOR;POZNAMKA;PREDKLADATEL;VYROBCE
0185386;24.05.2021;31.05.2026;200;Zajištìní pohotovostní zásoby léèivého pøípravku pro perorální antirelabsovou léèbu malárie terciány vyvolané pùvodci Plasmodium vivax nebo Plasmodium ovale. Léèivı pøípravek není vhodné podávat dìtem s tìlesnou hmotností niší ne 30 kg nebo dìtem s mírnou nebo støednì závanou formou deficitu glukóza-6-fosfát-dehydrogenázy (G6PD) s tìlesnou hmotností niší ne 20 kg.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze);PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;sanofi-aventis Canada Inc., Laval, Quebec, H7V 0A3, Kanada
0185387;24.05.2021;31.05.2026;150;"Zajištìní pohotovostní zásoby léèivého pøípravku pro intravenózní (popø. intramuskulární) léèbu komplikované (maligní) malárie vyvolané pùvodcem Plasmodium falciparum, popø. Plasmodium knowlesi, èi pro léèbu tìkého prùbìhu malárie terciány vyvolané Plasmodium vivax.
Léèivı pøípravek lze pouít pro léèbu babesióz (https://www.ecdc.europa.eu/en/all-topics-z/babesiosis/facts-about-babesiosis; https://www.cdc.gov/parasites/babesiosis/health_professionals/index.html#tx).
Vzhledem k tomu, e v souhrnu údajù o pøípravku není uvedena indikace léèba babesióz, doporuèuje se léèbu tohoto onemocnìní konzultovat s infektologem.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Sanofi Winthrop Industrie,1 Rue de La Vierge, 33440 Ambares, Francie
0185389;07.04.2021;30.04.2026;;"Zajištìní pohotovostní zásoby léèivého pøípravku - hyperimunního imunoglobulinu pro:
- léèbu èi profylaxi varicely po kontaktu u novorozence a dítìte do 1 roku vìku s imunodefektem; tzn. novorozenci v inkubaci varicely od matky, která onemocnìla v dobì kolem porodu (5 - 7 dní pøed porodem a 2-7 dní po porodu) a dìti do 1 roku vìku se závanou poruchou imunity, které se dostaly do pøímého kontaktu s varicelou.
- profylaxe varicely u tìhotnıch en
Doporuèenı postup profylaxe a léèby varicely u tìhotnıch a novorozencù Spoleènosti infekèního lékaøství Èeské lékaøské spoleènosti J. E. Purkynì
(https://www.infekce.cz/DPVaricGrav18.htm).";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;Reg-Pharm, s.r.o., Fialková 2163/45, Zábìhlice, 106 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Biotest Pharma GmbH, Nìmecko
0185610;24.05.2022;31.05.2027;50;"Zabezpeèení léèivého pøípravku k léèbì otrav po uštknutí exotickımi jedovatımi hady:
-Crotalus durissus terrificus, Crotalus durissus-chøestıš brazilskı (rattlesnake, pig snout, tziripa, saye, tropical rattlesnake, shunu, tzab-can, aj.).
-Bothrops asper, Bothrops atrox-køovináø aksamitovı, køovináø sametovı (Nauyaca, four noses, yellow beard, velvet, equis, mapana, jararaca, toboba, bone tail, tree viper, green viper, royal nauyaca, river nauyaca, chatilla nauyaca, lever, lever lora, deaf viper, tepoch, ergot, nescascuatl, torito, chac-can, aj.).
-Bothrops neuwiedii, Bothrops alternatus (urutu), Bothrops jararacussu, Bothrops venezuelensis, Bothrops pictus, Bothrops brazili-køovináøi
-Lachessis muta stenophrys, Lachesis muta muta-køovináø nìmı (Machaco lora, mute rattlesnake, rieca, warty, surucucu, lorita, patoco, patuquillo).
-Sistrurus sp. - chøestıšek (Nine-plate rattlesnake).
-Agkistrodon sp.-ploskolebec (Cantil, zolcuate, moccasin, cantil de agua, castellana, cumcoatl, metapil, puchucuate, volpoch, aj.).";poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;Laboratorios Silanes, S.A. de C.V., Eje 3 Norte Esq. Prolongación 6 Norte No. 200, Km 52.8, Parque Industrial Toluca 2000, C.P.50200, Toluca, Mexiko
0185611;24.05.2022;31.05.2027;50;"Zabezpeèení léèivého pøípravku k léèbì otrav po uštknutí exotickımi jedovatımi hady:
-Kobra indická (Naja naja)
-Bungar modravı (Bungarus caeruleus)
-Zmije øetízková (Daboia russelii)
-Zmije paví (Echis carinatus)";poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze);PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;50 (platí pro obì lékové formy celkem);Všeobecná fakultní nemocnicí v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;"Vins Bioproducts Limited, Sy. No. 117, Thimmapur (V), Kothur (M),
Rangareddy (Dist.)-509325, Telangana, Indie"
0185612;24.05.2022;31.05.2027;50;"Zabezpeèení léèivého pøípravku k léèbì otrav po uštknutí exotickımi jedovatımi hady:
-Kobra indická (Naja naja)
-Bungar modravı (Bungarus caeruleus)
-Zmije øetízková (Daboia russelii)
-Zmije paví (Echis carinatus)";poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze);PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;50 (platí pro obì lékové formy celkem);Všeobecná fakultní nemocnicí v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;"Vins Bioproducts Limited, Sy. No. 117, Thimmapur (V), Kothur (M),
Rangareddy (Dist.)-509325, Telangana, Indie"
0185899;12.08.2022;31.08.2024;600;"Zajištìní monosti pouít neregistrovanı léèivı pøípravek Nivolumab pro léèbu dìtskıch pacientù od 2 let vìku do dovršení 18 let s nádory vykazujícími vysokou mutaèní nálo (TMB high) nebo s mikrosatelitovou nestabilitou (MSI high) èi deficitem v MMR genech, u kterıch selhala veškerá standardní léèba, a to u následujících malignit:
-nádory typické pro dospìlı vìk, u kterıch je terapie nivolumabem v nìkterém státì schválena nebo probíhá registraèní øízení: melanom, karcinom plic (NSCLC), karcinom støeva s MSI high fenotypem, nasofaryngeální karcinom, renální karcinom, hepatocelulární karcinom,
- Merkelùv karcinom kùe,
- nádory CNS: anaplastickı ependymom, difúzní brain stem gliom, glioblastom v 1. linii,
- lymfomy: Hodgkinùv a N-HL lymfomy - rekurentní,
- sarkomy kostí: osteosarkom a Ewingùv sarkom - rekurentní,
- sarkomy mìkkıch tkání - rekurentní,
- Wilmsùv nádor,
- hepatoblastom,
- neuroblastom,
- metastatické nádory u dìtí s vyèerpanımi monostmi standardní léèby, kde byl stanoven vysokı mutaèní load (TMB), ev. vysoká mikrosatelitová instabilita (MSI) nebo deficit v MMR genech a kde lze dle názoru ošetøujícího lékaøe oèekávat pøínos anti-PD1 terapie.
Neregistrované léèivé pøípravky Nivolumab byly a jsou pøedmìtem nìkolika klinickıch hodnocení pro léèbu dìtskıch pacientù. Poskytnutí léèby nivolumabem je pro onkologicky nemocné dìti a mladistvé na základì nadìjnıch vısledkù imunoterapeutickıch pøístupù v léèbì dospìlıch pacientù doporuèeno Sekcí pediatrické onkologie Èeské onkologické spoleènosti Èeské lékaøské spoleènosti J. E. Purkynì v centrech vysoce specializované onkologické péèe pro dìti (Fakultní nemocnice v Motole a Fakultní nemocnice Brno).";"Centra vysoce specializované onkologické péèe pro dìti
Klinika dìtské onkologie, Fakultní nemocnice Brno, Èernopolní 9, 613 00 Brno
Klinika dìtské hematologie a onkologie, Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5";Bristol-Myers Squibb International Corporation, Chaussée de La Hulpe 185, 1170 Bruxelles, Belgie;600 injekèních lahvièek 100mg/10ml (pro oba pøípravky celkem);Bristol-Myers Squibb spol. s r.o., Budìjovická 778/3, 140 00 Praha 4, Èeská republika;Bristol-Myers Squibb International Corporation, Chaussée de La Hulpe 185, 1170 Bruxelles, Belgie
0185903;12.08.2022;31.08.2024;600;"Zajištìní monosti pouít neregistrovanı léèivı pøípravek Nivolumab pro léèbu dìtskıch pacientù od 2 let vìku do dovršení 18 let s nádory vykazujícími vysokou mutaèní nálo (TMB high) nebo s mikrosatelitovou nestabilitou (MSI high) èi deficitem v MMR genech, u kterıch selhala veškerá standardní léèba, a to u následujících malignit:
-nádory typické pro dospìlı vìk, u kterıch je terapie nivolumabem v nìkterém státì schválena nebo probíhá registraèní øízení: melanom, karcinom plic (NSCLC), karcinom støeva s MSI high fenotypem, nasofaryngeální karcinom, renální karcinom, hepatocelulární karcinom,
- Merkelùv karcinom kùe,
- nádory CNS: anaplastickı ependymom, difúzní brain stem gliom, glioblastom v 1. linii,
- lymfomy: Hodgkinùv a N-HL lymfomy - rekurentní,
- sarkomy kostí: osteosarkom a Ewingùv sarkom - rekurentní,
- sarkomy mìkkıch tkání - rekurentní,
- Wilmsùv nádor,
- hepatoblastom,
- neuroblastom,
- metastatické nádory u dìtí s vyèerpanımi monostmi standardní léèby, kde byl stanoven vysokı mutaèní load (TMB), ev. vysoká mikrosatelitová instabilita (MSI) nebo deficit v MMR genech a kde lze dle názoru ošetøujícího lékaøe oèekávat pøínos anti-PD1 terapie.
Neregistrované léèivé pøípravky Nivolumab byly a jsou pøedmìtem nìkolika klinickıch hodnocení pro léèbu dìtskıch pacientù. Poskytnutí léèby nivolumabem je pro onkologicky nemocné dìti a mladistvé na základì nadìjnıch vısledkù imunoterapeutickıch pøístupù v léèbì dospìlıch pacientù doporuèeno Sekcí pediatrické onkologie Èeské onkologické spoleènosti Èeské lékaøské spoleènosti J. E. Purkynì v centrech vysoce specializované onkologické péèe pro dìti (Fakultní nemocnice v Motole a Fakultní nemocnice Brno).";"Centra vysoce specializované onkologické péèe pro dìti
Klinika dìtské onkologie, Fakultní nemocnice Brno, Èernopolní 9, 613 00 Brno
Klinika dìtské hematologie a onkologie, Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5";Bristol-Myers Squibb International Corporation, Chaussée de La Hulpe 185, 1170 Bruxelles, Belgie;600 injekèních lahvièek 100mg/10ml (pro oba pøípravky celkem);Bristol-Myers Squibb spol. s r.o., Budìjovická 778/3, 140 00 Praha 4, Èeská republika;Bristol-Myers Squibb International Corporation, Chaussée de La Hulpe 185, 1170 Bruxelles, Belgie
0185942;07.04.2021;30.04.2026;10;"Zajištìní pohotovostní zásoby léèivého pøípravku pro léèbu pacientù s tuberkulózou jakékoli lokalizace zpùsobené kmenem Mycobacterium tuberculosis rezistentním nejménì na dvì základní antituberkulotika (isoniazid, rifampicin).
Vzhledem k tomu, e v rámci specifického léèebného programu léèivı pøípravek LAMPRENE není pouíván v souladu s odbornou informací pro pøedepisování, tj. je pouíván v jiné indikaci, ošetøující lékaøi by mìli pøi léèbì postupovat v souladu s doporuèenımi postupy Èeské pneumologické a ftizeologické spoleènosti Èeské lékaøské spoleènosti Jana Evangelisty Purkynì a doporuèeními (guidelines) WHO - WHO treatment guidelines for multidrug- and rifampicin-resistant tuberculosis (2018 update); Companion handbook to the WHO guidelines for the programmatic management of drug-resistant tuberculosis. (odkaz: https://www.who.int/tb/areas-of-work/drug-resistant-tb/treatment/en/).
Doporuèené postupy léèby rezistentní tuberkulózy jsou zohlednìny v odborné informaci a pøíbalové informaci pøípravku.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;BIOTIKA BOHEMIA spol. s r.o., Durychova 101/66, Lhotka, 142 00 Praha 4;;Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Catalent Germany Eberbach GmbH, Gemmelsbacher Str. 2, 694 15 Eberbach, Nìmecko
0185942;27.01.2022;31.01.2025;300;Léèba tuberkulózy, která není citlivá na antituberkulotika, tzv. multirezistentní tuberkulóza (multidrug-resistant tuberculosis, MDR-TB). Vzhledem k tomu, e v rámci specifického léèebného programu léèivı pøípravek LAMPRENE není pouíván v souladu s odbornou informací pro pøedepisování (Export prescribing information), tj. je pouíván v jiné (další) indikaci, ošetøující lékaøi by mìli pøi léèbì postupovat v souladu s doporuèenımi postupy Èeské pneumologické a ftizeologické spoleènosti Èeské lékaøské spoleènosti J. E. Purkynì a doporuèeními (guidelines) Svìtové zdravotnické organizace (WHO): WHO Consolidated Guidelines on Tuberculosis, Module 4: Treatment - Drug-Resistant Tuberculosis Treatment a WHO Operational Handbook on Tuberculosis, Module 4: Treatment - Drug-Resistant Tuberculosis Treatment (https://www.who.int/health-topics/tuberculosis),;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe v oborech infekèního lékaøství a pneumologie a ftizeologie.;BIOTIKA BOHEMIA spol. s r.o.;;BIOTIKA BOHEMIA spol. s r.o., Durychova 101/66, 142 00, Praha 4;Catalent Germany Eberbach, Nìmecko
0207269;22.10.2021;31.10.2023;100;Léèba pacientù starších 18 let s novì diagnostikovanım a relabovanım/refrakterním mnohoèetnım myelomem ve vstupní indukèní a konsolidaèní èásti indukèní fáze léèby.;"Interní hematologická a onkologická klinika, Fakultní nemocnice Brno, Jihlavská 20, 625 00 Brno;
Klinická hematologie, Nemocnice Èeské Budìjovice, a. s., B. Nìmcové 585/54, 370 01 Èeské Budìjovice;
Centrum hematoonkologie a klinické biochemie, Nemocnice Havíøov, p. o., Dìlnická 1132/24, 736 01 Havíøov;
IV. interní hematologická klinika, Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové;
Oddìlení klinické hematologie, Krajská nemocnice Liberec, a. s., Husova 357/10, 460 63 Liberec;
Hematologicko-transfuzní oddìlení, Oblastní nemocnice Mladá Boleslav, a.s., nemocnice Støedoèeského kraje (Klaudiánova nemocnice), tøída Václava Klementa 147, 293 01 Mladá Boleslav;
Komplexní onkologické centrum, Nemocnice AGEL Novı Jièín a.s., Purkyòova 2138/16, 741 01 Novı Jièín;
Hemato-onkologická klinika, Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc;
Hematologicko-transfúzní oddìlení, Slezská nemocnice v Opavì, p. o., Olomoucká 470/86, 746 01 Opava;
Klinika hematoonkologie, Fakultní nemocnice Ostrava, 17. listopadu 1790/5, 708 52 Ostrava-Poruba;
Oddìlení hematologie a transfúziologie, Nemocnice Pelhøimov p. o., Slovanského bratrství 710, 393 38 Pelhøimov;
Hematologicko-onkologické oddìlení, Fakultní nemocnice Plzeò, alej Svobody 80, 304 60 Plzeò-Lochotín;
Hematologická klinika, Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50, 100 34 Praha 10;
I. interní klinika ? klinika hematologie, Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2, 128 08 Praha 2;
Oddìlení klinické hematologie, Krajská zdravotní, a.s. ? Masarykova nemocnice v Ústí nad Labem, o. z., Sociální péèe 3316 /12A, 400 13 Ústí nad Labem;
Oddìlení klinické hematologie, Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5;
Hematologicko-transfuzní oddìlení, Krajská nemocnice T. Bati, a.s., Havlíèkovo nábøeí 600, 762 75 Zlín.";PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;CMG Èeská myelomová skupina, z.s., Jihlavská 20, 625 00 Brno, Èeská republika;CAESARO MED Gesundheitsprodukte Handels GmbH, Rakousko
0207270;22.10.2021;31.10.2023;3000;Léèba pacientù starších 18 let s novì diagnostikovanım a relabovanım/refrakterním mnohoèetnım myelomem ve vstupní indukèní a konsolidaèní èásti indukèní fáze léèby.;"Interní hematologická a onkologická klinika, Fakultní nemocnice Brno, Jihlavská 20, 625 00 Brno;
Klinická hematologie, Nemocnice Èeské Budìjovice, a. s., B. Nìmcové 585/54, 370 01 Èeské Budìjovice;
Centrum hematoonkologie a klinické biochemie, Nemocnice Havíøov, p. o., Dìlnická 1132/24, 736 01 Havíøov;
IV. interní hematologická klinika, Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové;
Oddìlení klinické hematologie, Krajská nemocnice Liberec, a. s., Husova 357/10, 460 63 Liberec;
Hematologicko-transfuzní oddìlení, Oblastní nemocnice Mladá Boleslav, a.s., nemocnice Støedoèeského kraje (Klaudiánova nemocnice), tøída Václava Klementa 147, 293 01 Mladá Boleslav;
Komplexní onkologické centrum, Nemocnice AGEL Novı Jièín a.s., Purkyòova 2138/16, 741 01 Novı Jièín;
Hemato-onkologická klinika, Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc;
Hematologicko-transfúzní oddìlení, Slezská nemocnice v Opavì, p. o., Olomoucká 470/86, 746 01 Opava;
Klinika hematoonkologie, Fakultní nemocnice Ostrava, 17. listopadu 1790/5, 708 52 Ostrava-Poruba;
Oddìlení hematologie a transfúziologie, Nemocnice Pelhøimov p. o., Slovanského bratrství 710, 393 38 Pelhøimov;
Hematologicko-onkologické oddìlení, Fakultní nemocnice Plzeò, alej Svobody 80, 304 60 Plzeò-Lochotín;
Hematologická klinika, Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50, 100 34 Praha 10;
I. interní klinika ? klinika hematologie, Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2, 128 08 Praha 2;
Oddìlení klinické hematologie, Krajská zdravotní, a.s. ? Masarykova nemocnice v Ústí nad Labem, o. z., Sociální péèe 3316 /12A, 400 13 Ústí nad Labem;
Oddìlení klinické hematologie, Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5;
Hematologicko-transfuzní oddìlení, Krajská nemocnice T. Bati, a.s., Havlíèkovo nábøeí 600, 762 75 Zlín.";PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;CMG Èeská myelomová skupina, z.s., Jihlavská 20, 625 00 Brno, Èeská republika;CAESARO MED Gesundheitsprodukte Handels GmbH, Rakousko
